"date","year","wig20","log_return"
"2013-10-04",2013,1717,0.00829
"2013-10-11",2013,1767,0.02891
"2013-10-18",2013,1773,0.00356
"2013-10-25",2013,1847,0.0406
"2013-11-01",2013,1912,0.03493
"2013-11-08",2013,1889,-0.01216
"2013-11-15",2013,1888,-0.00063
"2013-11-22",2013,1840,-0.02581
"2013-11-29",2013,1834,-0.00332
"2013-12-06",2013,1792,-0.02323
"2013-12-13",2013,1801,0.00533
"2013-12-20",2013,1856,0.03007
"2013-12-27",2013,1930,0.03901
"2014-01-03",2014,1990,0.03056
"2014-01-10",2014,2026,0.01786
"2014-01-17",2014,1990,-0.01773
"2014-01-24",2014,2029,0.0193
"2014-01-31",2014,2023,-0.00291
"2014-02-07",2014,2038,0.00745
"2014-02-14",2014,2003,-0.01736
"2014-02-21",2014,2020,0.00835
"2014-02-28",2014,1930,-0.04577
"2014-03-07",2014,1956,0.01335
"2014-03-14",2014,1921,-0.01776
"2014-03-21",2014,2025,0.05282
"2014-03-28",2014,2066,0.01972
"2014-04-04",2014,2047,-0.00922
"2014-04-11",2014,2034,-0.00605
"2014-04-18",2014,2148,0.05407
"2014-04-25",2014,2159,0.00526
"2014-05-02",2014,2179,0.00909
"2014-05-09",2014,2203,0.01124
"2014-05-16",2014,2067,-0.06382
"2014-05-23",2014,2098,0.01474
"2014-05-30",2014,2146,0.02259
"2014-06-06",2014,2219,0.0338
"2014-06-13",2014,2325,0.04642
"2014-06-20",2014,2290,-0.01492
"2014-06-27",2014,2331,0.0174
"2014-07-04",2014,2447,0.04859
"2014-07-11",2014,2393,-0.02232
"2014-07-18",2014,2325,-0.0286
"2014-07-25",2014,2316,-0.00393
"2014-08-01",2014,2339,0.00987
"2014-08-08",2014,2169,-0.07547
"2014-08-15",2014,2169,0.00021
"2014-08-22",2014,2137,-0.01489
"2014-08-29",2014,2181,0.02037
"2014-09-05",2014,2116,-0.03061
"2014-09-12",2014,2168,0.02458
"2014-09-19",2014,2234,0.02972
"2014-09-26",2014,2215,-0.00833
"2014-10-03",2014,2256,0.01835
"2014-10-10",2014,2290,0.01512
"2014-10-17",2014,2288,-0.00116
"2014-10-24",2014,2213,-0.03332
"2014-10-31",2014,2281,0.03033
"2014-11-07",2014,2294,0.00569
"2014-11-14",2014,2321,0.01168
"2014-11-21",2014,2371,0.02136
"2014-11-28",2014,2290,-0.03471
"2014-12-05",2014,2285,-0.0024
"2014-12-12",2014,2298,0.00577
"2014-12-19",2014,2235,-0.02795
"2014-12-26",2014,2231,-0.00138
"2015-01-02",2015,2137,-0.04342
"2015-01-09",2015,2137,-2e-05
"2015-01-16",2015,2225,0.04067
"2015-01-23",2015,2219,-0.00281
"2015-01-30",2015,2187,-0.01465
"2015-02-06",2015,2192,0.00225
"2015-02-13",2015,2173,-0.00853
"2015-02-20",2015,2281,0.04866
"2015-02-27",2015,2148,-0.06037
"2015-03-06",2015,2168,0.00918
"2015-03-13",2015,2080,-0.04118
"2015-03-20",2015,2122,0.02007
"2015-03-27",2015,2163,0.01906
"2015-04-03",2015,2200,0.01685
"2015-04-10",2015,2272,0.0324
"2015-04-17",2015,2241,-0.01367
"2015-04-24",2015,2113,-0.05887
"2015-05-01",2015,2054,-0.02848
"2015-05-08",2015,1944,-0.05486
"2015-05-15",2015,1897,-0.02477
"2015-05-22",2015,1913,0.00871
"2015-05-29",2015,1813,-0.05364
"2015-06-05",2015,1709,-0.05905
"2015-06-12",2015,1685,-0.0145
"2015-06-19",2015,1756,0.04143
"2015-06-26",2015,1683,-0.0428
"2015-07-03",2015,1642,-0.02447
"2015-07-10",2015,1617,-0.01556
"2015-07-17",2015,1588,-0.01789
"2015-07-24",2015,1538,-0.03169
"2015-07-31",2015,1446,-0.06156
"2015-08-07",2015,1452,0.00361
"2015-08-14",2015,1506,0.03696
"2015-08-21",2015,1456,-0.0337
"2015-08-28",2015,1411,-0.03141
"2015-09-04",2015,1411,-0.00041
"2015-09-11",2015,1365,-0.03336
"2015-09-18",2015,1406,0.03005
"2015-09-25",2015,1406,-0.00044
"2015-10-02",2015,1465,0.04158
"2015-10-09",2015,1421,-0.03035
"2015-10-16",2015,1466,0.03059
"2015-10-23",2015,1544,0.05229
"2015-10-30",2015,1566,0.01371
"2015-11-06",2015,1499,-0.04342
"2015-11-13",2015,1456,-0.02937
"2015-11-20",2015,1406,-0.03446
"2015-11-27",2015,1424,0.0121
"2015-12-04",2015,1395,-0.02029
"2015-12-11",2015,1361,-0.02489
"2015-12-18",2015,1323,-0.02799
"2015-12-25",2015,1290,-0.0251
"2016-01-01",2016,1227,-0.05044
"2016-01-08",2016,1234,0.00624
"2016-01-15",2016,1217,-0.01451
"2016-01-22",2016,1208,-0.00708
"2016-01-29",2016,1226,0.01436
"2016-02-05",2016,1261,0.02872
"2016-02-12",2016,1242,-0.01565
"2016-02-19",2016,1272,0.02441
"2016-02-26",2016,1230,-0.03371
"2016-03-04",2016,1241,0.00854
"2016-03-11",2016,1237,-0.00316
"2016-03-18",2016,1210,-0.02196
"2016-03-25",2016,1236,0.021
"2016-04-01",2016,1226,-0.00808
"2016-04-08",2016,1199,-0.02237
"2016-04-15",2016,1177,-0.01836
"2016-04-22",2016,1164,-0.01125
"2016-04-29",2016,1134,-0.02579
"2016-05-06",2016,1131,-0.00259
"2016-05-13",2016,1130,-0.00057
"2016-05-20",2016,1128,-0.00214
"2016-05-27",2016,1135,0.00617
"2016-06-03",2016,1185,0.0428
"2016-06-10",2016,1183,-0.00153
"2016-06-17",2016,1208,0.02125
"2016-06-24",2016,1203,-0.00413
"2016-07-01",2016,1197,-0.00546
"2016-07-08",2016,1196,-0.00066
"2016-07-15",2016,1201,0.00439
"2016-07-22",2016,1183,-0.01521
"2016-07-29",2016,1228,0.03724
"2016-08-05",2016,1253,0.01987
"2016-08-12",2016,1265,0.00978
"2016-08-19",2016,1218,-0.03766
"2016-08-26",2016,1230,0.01005
"2016-09-02",2016,1245,0.01166
"2016-09-09",2016,1229,-0.01276
"2016-09-16",2016,1262,0.02652
"2016-09-23",2016,1358,0.07326
"2016-09-30",2016,1379,0.01564
"2016-10-07",2016,1433,0.03791
"2016-10-14",2016,1417,-0.01084
"2016-10-21",2016,1446,0.0204
"2016-10-28",2016,1439,-0.00549
"2016-11-04",2016,1516,0.05235
"2016-11-11",2016,1532,0.01055
"2016-11-18",2016,1590,0.03735
"2016-11-25",2016,1552,-0.02445
"2016-12-02",2016,1524,-0.01791
"2016-12-09",2016,1476,-0.03222
"2016-12-16",2016,1544,0.04535
"2016-12-23",2016,1603,0.03704
"2016-12-30",2016,1599,-0.00241
"2017-01-06",2017,1561,-0.02423
"2017-01-13",2017,1584,0.01474
"2017-01-20",2017,1599,0.00946
"2017-01-27",2017,1654,0.03403
"2017-02-03",2017,1602,-0.03186
"2017-02-10",2017,1561,-0.02643
"2017-02-17",2017,1503,-0.03765
"2017-02-24",2017,1551,0.03159
"2017-03-03",2017,1599,0.03055
"2017-03-10",2017,1628,0.01764
"2017-03-17",2017,1625,-0.00192
"2017-03-24",2017,1625,0.00045
"2017-03-31",2017,1685,0.03587
"2017-04-07",2017,1690,0.00292
"2017-04-14",2017,1657,-0.01969
"2017-04-21",2017,1600,-0.03482
"2017-04-28",2017,1629,0.01772
"2017-05-05",2017,1645,0.01022
"2017-05-12",2017,1683,0.02243
"2017-05-19",2017,1689,0.00397
"2017-05-26",2017,1647,-0.02507
"2017-06-02",2017,1591,-0.03483
"2017-06-09",2017,1532,-0.03794
"2017-06-16",2017,1535,0.00224
"2017-06-23",2017,1525,-0.00648
"2017-06-30",2017,1459,-0.04438
"2017-07-07",2017,1421,-0.02621
"2017-07-14",2017,1400,-0.01515
"2017-07-21",2017,1414,0.01
"2017-07-28",2017,1421,0.00485
"2017-08-04",2017,1451,0.02075
"2017-08-11",2017,1395,-0.03925
"2017-08-18",2017,1349,-0.03322
"2017-08-25",2017,1314,-0.02675
"2017-09-01",2017,1335,0.01634
"2017-09-08",2017,1337,0.00095
"2017-09-15",2017,1342,0.00409
"2017-09-22",2017,1354,0.00889
"2017-09-29",2017,1333,-0.01562
"2017-10-06",2017,1295,-0.02867
"2017-10-13",2017,1283,-0.00935
"2017-10-20",2017,1278,-0.00405
"2017-10-27",2017,1266,-0.00954
"2017-11-03",2017,1276,0.00785
"2017-11-10",2017,1341,0.04996
"2017-11-17",2017,1348,0.00472
"2017-11-24",2017,1345,-0.00209
"2017-12-01",2017,1348,0.00219
"2017-12-08",2017,1391,0.03184
"2017-12-15",2017,1339,-0.0386
"2017-12-22",2017,1304,-0.02604
"2017-12-29",2017,1306,0.00142
"2018-01-05",2018,1319,0.0101
"2018-01-12",2018,1273,-0.03625
"2018-01-19",2018,1354,0.06181
"2018-01-26",2018,1391,0.02688
"2018-02-02",2018,1348,-0.03101
"2018-02-09",2018,1349,0.00096
"2018-02-16",2018,1367,0.01331
"2018-02-23",2018,1359,-0.00638
"2018-03-02",2018,1386,0.02021
"2018-03-09",2018,1394,0.00517
"2018-03-16",2018,1432,0.02711
"2018-03-23",2018,1435,0.00196
"2018-03-30",2018,1485,0.03432
"2018-04-06",2018,1468,-0.0112
"2018-04-13",2018,1516,0.0321
"2018-04-20",2018,1518,0.00147
"2018-04-27",2018,1524,0.00348
"2018-05-04",2018,1487,-0.02467
"2018-05-11",2018,1527,0.0265
"2018-05-18",2018,1514,-0.00798
"2018-05-25",2018,1507,-0.00469
"2018-06-01",2018,1520,0.0086
"2018-06-08",2018,1464,-0.03778
"2018-06-15",2018,1448,-0.011
"2018-06-22",2018,1419,-0.02019
"2018-06-29",2018,1431,0.00851
"2018-07-06",2018,1363,-0.04905
"2018-07-13",2018,1323,-0.02924
"2018-07-20",2018,1354,0.02314
"2018-07-27",2018,1353,-0.00084
"2018-08-03",2018,1310,-0.0326
"2018-08-10",2018,1280,-0.02316
"2018-08-17",2018,1309,0.02284
"2018-08-24",2018,1305,-0.003
"2018-08-31",2018,1297,-0.00685
"2018-09-07",2018,1243,-0.04193
"2018-09-14",2018,1248,0.00365
"2018-09-21",2018,1257,0.00713
"2018-09-28",2018,1245,-0.00977
"2018-10-05",2018,1277,0.02574
"2018-10-12",2018,1285,0.0063
"2018-10-19",2018,1270,-0.01147
"2018-10-26",2018,1327,0.04347
"2018-11-02",2018,1345,0.01347
"2018-11-09",2018,1345,-0.00014
"2018-11-16",2018,1323,-0.01634
"2018-11-23",2018,1350,0.02063
"2018-11-30",2018,1393,0.0311
"2018-12-07",2018,1387,-0.0045
"2018-12-14",2018,1468,0.05662
"2018-12-21",2018,1485,0.01172
"2018-12-28",2018,1495,0.00665
"2019-01-04",2019,1470,-0.01658
"2019-01-11",2019,1506,0.02429
"2019-01-18",2019,1482,-0.01659
"2019-01-25",2019,1444,-0.02594
"2019-02-01",2019,1447,0.0025
"2019-02-08",2019,1440,-0.00503
"2019-02-15",2019,1414,-0.01862
"2019-02-22",2019,1461,0.03323
"2019-03-01",2019,1545,0.05539
"2019-03-08",2019,1550,0.00353
"2019-03-15",2019,1570,0.01312
"2019-03-22",2019,1654,0.05181
"2019-03-29",2019,1609,-0.02762
"2019-04-05",2019,1657,0.02942
"2019-04-12",2019,1687,0.01807
"2019-04-19",2019,1724,0.02147
"2019-04-26",2019,1646,-0.04592
"2019-05-03",2019,1737,0.05365
"2019-05-10",2019,1710,-0.01597
"2019-05-17",2019,1719,0.00522
"2019-05-24",2019,1707,-0.0066
"2019-05-31",2019,1618,-0.05342
"2019-06-07",2019,1626,0.00437
"2019-06-14",2019,1670,0.02697
"2019-06-21",2019,1609,-0.03721
"2019-06-28",2019,1609,-2e-05
"2019-07-05",2019,1607,-0.0014
"2019-07-12",2019,1585,-0.01366
"2019-07-19",2019,1603,0.01108
"2019-07-26",2019,1615,0.00768
"2019-08-02",2019,1566,-0.03052
"2019-08-09",2019,1594,0.01734
"2019-08-16",2019,1540,-0.03421
"2019-08-23",2019,1569,0.01853
"2019-08-30",2019,1651,0.05072
"2019-09-06",2019,1650,-0.00025
"2019-09-13",2019,1611,-0.0238
"2019-09-20",2019,1655,0.02691
"2019-09-27",2019,1632,-0.01411
"2019-10-04",2019,1590,-0.02597
"2019-10-11",2019,1521,-0.04475
"2019-10-18",2019,1570,0.03189
"2019-10-25",2019,1520,-0.03207
"2019-11-01",2019,1517,-0.00254
"2019-11-08",2019,1466,-0.03388
"2019-11-15",2019,1476,0.00675
"2019-11-22",2019,1436,-0.02746
"2019-11-29",2019,1451,0.01019
"2019-12-06",2019,1414,-0.02539
"2019-12-13",2019,1400,-0.01005
"2019-12-20",2019,1436,0.02542
"2019-12-27",2019,1478,0.02836
"2020-01-03",2020,1472,-0.00405
"2020-01-10",2020,1508,0.02431
"2020-01-17",2020,1459,-0.03279
"2020-01-24",2020,1442,-0.01214
"2020-01-31",2020,1499,0.03885
"2020-02-07",2020,1502,0.00211
"2020-02-14",2020,1478,-0.01573
"2020-02-21",2020,1536,0.03832
"2020-02-28",2020,1556,0.01269
"2020-03-06",2020,1596,0.02548
"2020-03-13",2020,1560,-0.0228
"2020-03-20",2020,1615,0.03489
"2020-03-27",2020,1576,-0.02473
"2020-04-03",2020,1539,-0.02388
"2020-04-10",2020,1537,-0.00126
"2020-04-17",2020,1508,-0.01855
"2020-04-24",2020,1502,-0.00411
"2020-05-01",2020,1590,0.05647
"2020-05-08",2020,1523,-0.04252
"2020-05-15",2020,1465,-0.03892
"2020-05-22",2020,1495,0.02025
"2020-05-29",2020,1536,0.02682
"2020-06-05",2020,1575,0.02542
"2020-06-12",2020,1584,0.00524
"2020-06-19",2020,1611,0.01715
"2020-06-26",2020,1634,0.01406
"2020-07-03",2020,1582,-0.03257
"2020-07-10",2020,1567,-0.00952
"2020-07-17",2020,1599,0.02077
"2020-07-24",2020,1545,-0.03476
"2020-07-31",2020,1581,0.02316
"2020-08-07",2020,1530,-0.0328
"2020-08-14",2020,1505,-0.01651
"2020-08-21",2020,1485,-0.01333
"2020-08-28",2020,1560,0.04918
"2020-09-04",2020,1476,-0.05498
"2020-09-11",2020,1480,0.00215
"2020-09-18",2020,1511,0.0209
"2020-09-25",2020,1507,-0.00286
"2020-10-02",2020,1521,0.00965
"2020-10-09",2020,1615,0.05981
"2020-10-16",2020,1675,0.03648
"2020-10-23",2020,1761,0.0502
"2020-10-30",2020,1833,0.04019
"2020-11-06",2020,1935,0.0542
"2020-11-13",2020,2047,0.05608
"2020-11-20",2020,1974,-0.0365
"2020-11-27",2020,2041,0.03332
"2020-12-04",2020,2060,0.00968
"2020-12-11",2020,2004,-0.02781
"2020-12-18",2020,1906,-0.04995
"2020-12-25",2020,1831,-0.04015
"2021-01-01",2021,1794,-0.02063
"2021-01-08",2021,1805,0.00598
"2021-01-15",2021,1820,0.00855
"2021-01-22",2021,1822,0.00083
"2021-01-29",2021,1788,-0.01839
"2021-02-05",2021,1833,0.02485
"2021-02-12",2021,1845,0.00642
"2021-02-19",2021,1872,0.0146
"2021-02-26",2021,1879,0.00338
"2021-03-05",2021,1836,-0.02317
"2021-03-12",2021,1890,0.0291
"2021-03-19",2021,1833,-0.03076
"2021-03-26",2021,1895,0.03334
"2021-04-02",2021,1940,0.02386
"2021-04-09",2021,1950,0.00466
"2021-04-16",2021,1998,0.02473
"2021-04-23",2021,2045,0.02322
"2021-04-30",2021,2076,0.01496
"2021-05-07",2021,2033,-0.02077
"2021-05-14",2021,2028,-0.00282
"2021-05-21",2021,2027,-0.00022
"2021-05-28",2021,2053,0.01265
"2021-06-04",2021,1987,-0.03279
"2021-06-11",2021,2016,0.01444
"2021-06-18",2021,1977,-0.01918
"2021-06-25",2021,1985,0.00405
"2021-07-02",2021,2057,0.0352
"2021-07-09",2021,2031,-0.01273
"2021-07-16",2021,2041,0.00529
"2021-07-23",2021,2048,0.0033
"2021-07-30",2021,1987,-0.03052
"2021-08-06",2021,1965,-0.01095
"2021-08-13",2021,1953,-0.0061
"2021-08-20",2021,1957,0.00184
"2021-08-27",2021,1982,0.01309
"2021-09-03",2021,1920,-0.03214
"2021-09-10",2021,2012,0.04678
"2021-09-17",2021,1958,-0.02689
"2021-09-24",2021,1802,-0.08341
"2021-10-01",2021,1815,0.00749
"2021-10-08",2021,1726,-0.05038
"2021-10-15",2021,1777,0.02926
"2021-10-22",2021,1785,0.00436
"2021-10-29",2021,1770,-0.00825
"2021-11-05",2021,1764,-0.00378
"2021-11-12",2021,1769,0.00294
"2021-11-19",2021,1763,-0.00327
"2021-11-26",2021,1747,-0.00913
"2021-12-03",2021,1701,-0.02652
"2021-12-10",2021,1713,0.00712
"2021-12-17",2021,1707,-0.00344
"2021-12-24",2021,1663,-0.02651
"2021-12-31",2021,1630,-0.01986
"2022-01-07",2022,1613,-0.01072
"2022-01-14",2022,1687,0.04487
"2022-01-21",2022,1645,-0.02477
"2022-01-28",2022,1648,0.00157
"2022-02-04",2022,1628,-0.01236
"2022-02-11",2022,1589,-0.02384
"2022-02-18",2022,1621,0.01951
"2022-02-25",2022,1613,-0.00504
"2022-03-04",2022,1589,-0.01452
"2022-03-11",2022,1536,-0.03444
"2022-03-18",2022,1492,-0.02847
"2022-03-25",2022,1604,0.07227
"2022-04-01",2022,1650,0.02796
"2022-04-08",2022,1689,0.02367
"2022-04-15",2022,1677,-0.00732
"2022-04-22",2022,1665,-0.00697
"2022-04-29",2022,1680,0.00847
"2022-05-06",2022,1657,-0.01329
"2022-05-13",2022,1654,-0.00218
"2022-05-20",2022,1628,-0.01558
"2022-05-27",2022,1622,-0.00394
"2022-06-03",2022,1711,0.05363
"2022-06-10",2022,1744,0.0189
"2022-06-17",2022,1744,5e-05
"2022-06-24",2022,1776,0.0183
"2022-07-01",2022,1827,0.02852
"2022-07-08",2022,1908,0.04331
"2022-07-15",2022,1826,-0.04408
"2022-07-22",2022,1829,0.00178
"2022-07-29",2022,1774,-0.03073
"2022-08-05",2022,1793,0.01063
"2022-08-12",2022,1725,-0.0387
"2022-08-19",2022,1713,-0.00676
"2022-08-26",2022,1694,-0.01119
"2022-09-02",2022,1727,0.01923
"2022-09-09",2022,1746,0.01094
"2022-09-16",2022,1751,0.00262
"2022-09-23",2022,1701,-0.02895
"2022-09-30",2022,1660,-0.02399
"2022-10-07",2022,1697,0.02158
"2022-10-14",2022,1700,0.00201
"2022-10-21",2022,1577,-0.07487
"2022-10-28",2022,1545,-0.02096
"2022-11-04",2022,1570,0.01618
"2022-11-11",2022,1563,-0.00431
"2022-11-18",2022,1603,0.02548
"2022-11-25",2022,1588,-0.00995
"2022-12-02",2022,1604,0.01015
"2022-12-09",2022,1619,0.0096
"2022-12-16",2022,1596,-0.01471
"2022-12-23",2022,1615,0.01208
"2022-12-30",2022,1607,-0.00481
"2023-01-06",2023,1595,-0.00738
"2023-01-13",2023,1572,-0.01476
"2023-01-20",2023,1551,-0.01342
"2023-01-27",2023,1551,-9e-05
"2023-02-03",2023,1562,0.00686
"2023-02-10",2023,1568,0.0043
"2023-02-17",2023,1585,0.01034
"2023-02-24",2023,1602,0.01075
"2023-03-03",2023,1628,0.01642
"2023-03-10",2023,1616,-0.00734
"2023-03-17",2023,1587,-0.01862
"2023-03-24",2023,1607,0.01262
"2023-03-31",2023,1655,0.02947
"2023-04-07",2023,1669,0.00834
"2023-04-14",2023,1611,-0.0349
"2023-04-21",2023,1660,0.02969
"2023-04-28",2023,1691,0.01838
"2023-05-05",2023,1676,-0.00887
"2023-05-12",2023,1744,0.03967
"2023-05-19",2023,1773,0.01697
"2023-05-26",2023,1803,0.0164
"2023-06-02",2023,1755,-0.02702
"2023-06-09",2023,1752,-0.00165
"2023-06-16",2023,1766,0.00826
"2023-06-23",2023,1762,-0.00228
"2023-06-30",2023,1738,-0.01419
"2023-07-07",2023,1712,-0.01484
"2023-07-14",2023,1613,-0.05927
"2023-07-21",2023,1547,-0.04174
"2023-07-28",2023,1507,-0.02632
"2023-08-04",2023,1490,-0.01155
"2023-08-11",2023,1467,-0.01561
"2023-08-18",2023,1427,-0.02742
"2023-08-25",2023,1442,0.01005
"2023-09-01",2023,1456,0.00997
"2023-09-08",2023,1489,0.02207
"2023-09-15",2023,1513,0.01637
"2023-09-22",2023,1561,0.03131
"2023-09-29",2023,1519,-0.02741
"2023-10-06",2023,1505,-0.00951
"2023-10-13",2023,1542,0.02482
"2023-10-20",2023,1485,-0.03775
"2023-10-27",2023,1550,0.04269
"2023-11-03",2023,1557,0.00433
"2023-11-10",2023,1565,0.00525
"2023-11-17",2023,1527,-0.02433
"2023-11-24",2023,1449,-0.053
"2023-12-01",2023,1466,0.012
"2023-12-08",2023,1487,0.01425
"2023-12-15",2023,1469,-0.01249
"2023-12-22",2023,1418,-0.03537
"2023-12-29",2023,1409,-0.00619
