"date","year","month","temp","data_origin"
"1972-01-01",1972,1,-1.25,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1972-02-01",1972,2,-1.67,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1972-03-01",1972,3,4.1,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1972-04-01",1972,4,7.32,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1972-05-01",1972,5,15.23,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1972-06-01",1972,6,18.1,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1972-07-01",1972,7,20.9,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1972-08-01",1972,8,18.12,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1972-09-01",1972,9,14.2,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1972-10-01",1972,10,8.06,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1972-11-01",1972,11,3.48,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1972-12-01",1972,12,-2.02,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1973-01-01",1973,1,-6.21,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1973-02-01",1973,2,-0.4,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1973-03-01",1973,3,3.11,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1973-04-01",1973,4,10.57,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1973-05-01",1973,5,15.81,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1973-06-01",1973,6,19.65,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1973-07-01",1973,7,21.41,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1973-08-01",1973,8,19.51,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1973-09-01",1973,9,12.68,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1973-10-01",1973,10,7.42,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1973-11-01",1973,11,3.56,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1973-12-01",1973,12,-0.89,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1974-01-01",1974,1,-3.5,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1974-02-01",1974,2,-3.45,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1974-03-01",1974,3,2.46,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1974-04-01",1974,4,9.41,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1974-05-01",1974,5,16.01,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1974-06-01",1974,6,18.71,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1974-07-01",1974,7,22.09,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1974-08-01",1974,8,20.1,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1974-09-01",1974,9,15.44,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1974-10-01",1974,10,8.04,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1974-11-01",1974,11,1.7,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1974-12-01",1974,12,-0.82,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1975-01-01",1975,1,-1.07,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1975-02-01",1975,2,2.34,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1975-03-01",1975,3,2.83,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1975-04-01",1975,4,10.72,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1975-05-01",1975,5,17.42,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1975-06-01",1975,6,17.82,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1975-07-01",1975,7,20.68,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1975-08-01",1975,8,20.79,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1975-09-01",1975,9,16.45,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1975-10-01",1975,10,6.89,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1975-11-01",1975,11,1.03,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1975-12-01",1975,12,-0.69,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1976-01-01",1976,1,-1.59,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1976-02-01",1976,2,-2.07,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1976-03-01",1976,3,3.38,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1976-04-01",1976,4,11.12,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1976-05-01",1976,5,17.35,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1976-06-01",1976,6,19.06,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1976-07-01",1976,7,20.08,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1976-08-01",1976,8,20.83,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1976-09-01",1976,9,14.89,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1976-10-01",1976,10,10.48,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1976-11-01",1976,11,3.38,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1976-12-01",1976,12,-2.73,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1977-01-01",1977,1,-4.81,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1977-02-01",1977,2,-2.37,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1977-03-01",1977,3,7.95,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1977-04-01",1977,4,9.06,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1977-05-01",1977,5,15.09,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1977-06-01",1977,6,18.51,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1977-07-01",1977,7,21.71,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1977-08-01",1977,8,18.96,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1977-09-01",1977,9,13.16,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1977-10-01",1977,10,8.94,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1977-11-01",1977,11,3.41,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1977-12-01",1977,12,-1.79,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1978-01-01",1978,1,1.19,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1978-02-01",1978,2,-1.36,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1978-03-01",1978,3,2.44,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1978-04-01",1978,4,10.63,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1978-05-01",1978,5,12.44,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1978-06-01",1978,6,17.97,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1978-07-01",1978,7,20.4,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1978-08-01",1978,8,19.01,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1978-09-01",1978,9,16.56,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1978-10-01",1978,10,8.02,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1978-11-01",1978,11,4.47,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1978-12-01",1978,12,-2.93,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1979-01-01",1979,1,-0.59,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1979-02-01",1979,2,-4.01,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1979-03-01",1979,3,3.91,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1979-04-01",1979,4,10.32,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1979-05-01",1979,5,14.28,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1979-06-01",1979,6,16.27,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1979-07-01",1979,7,20.76,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1979-08-01",1979,8,19.95,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1979-09-01",1979,9,15.72,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1979-10-01",1979,10,10.83,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1979-11-01",1979,11,1.3,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1979-12-01",1979,12,-0.12,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1980-01-01",1980,1,-4.09,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1980-02-01",1980,2,0.73,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1980-03-01",1980,3,3.35,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1980-04-01",1980,4,10.84,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1980-05-01",1980,5,16.24,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1980-06-01",1980,6,17.47,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1980-07-01",1980,7,17.47,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1980-08-01",1980,8,19.22,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1980-09-01",1980,9,15.75,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1980-10-01",1980,10,9.88,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1980-11-01",1980,11,4.58,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1980-12-01",1980,12,-2.31,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1981-01-01",1981,1,-2.8,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1981-02-01",1981,2,-0.29,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1981-03-01",1981,3,2.9,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1981-04-01",1981,4,8.83,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1981-05-01",1981,5,15.87,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1981-06-01",1981,6,17.81,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1981-07-01",1981,7,20.59,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1981-08-01",1981,8,20.12,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1981-09-01",1981,9,15.58,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1981-10-01",1981,10,7.76,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1981-11-01",1981,11,5.4,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1981-12-01",1981,12,-1.33,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1982-01-01",1982,1,-3.01,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1982-02-01",1982,2,-1.24,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1982-03-01",1982,3,4.04,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1982-04-01",1982,4,9.59,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1982-05-01",1982,5,14.98,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1982-06-01",1982,6,17.93,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1982-07-01",1982,7,23.63,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1982-08-01",1982,8,18.8,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1982-09-01",1982,9,15.03,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1982-10-01",1982,10,8.44,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1982-11-01",1982,11,3.36,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1982-12-01",1982,12,-0.67,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1983-01-01",1983,1,-0.27,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1983-02-01",1983,2,-0.46,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1983-03-01",1983,3,1.73,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1983-04-01",1983,4,10.95,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1983-05-01",1983,5,15.11,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1983-06-01",1983,6,20.29,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1983-07-01",1983,7,20.42,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1983-08-01",1983,8,21.05,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1983-09-01",1983,9,16.06,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1983-10-01",1983,10,7.21,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1983-11-01",1983,11,5,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1983-12-01",1983,12,0.09,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1984-01-01",1984,1,-2.97,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1984-02-01",1984,2,-1.21,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1984-03-01",1984,3,2.13,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1984-04-01",1984,4,9.56,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1984-05-01",1984,5,18.12,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1984-06-01",1984,6,19.73,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1984-07-01",1984,7,20.69,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1984-08-01",1984,8,18.87,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1984-09-01",1984,9,16.17,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1984-10-01",1984,10,5.95,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1984-11-01",1984,11,3.38,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1984-12-01",1984,12,-0.81,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1985-01-01",1985,1,-1.91,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1985-02-01",1985,2,0.03,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1985-03-01",1985,3,6,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1985-04-01",1985,4,9.95,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1985-05-01",1985,5,16.5,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1985-06-01",1985,6,19.68,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1985-07-01",1985,7,21.49,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1985-08-01",1985,8,20.16,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1985-09-01",1985,9,13.34,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1985-10-01",1985,10,7.73,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1985-11-01",1985,11,0.88,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1985-12-01",1985,12,0.22,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1986-01-01",1986,1,-4.74,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1986-02-01",1986,2,1.27,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1986-03-01",1986,3,3.93,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1986-04-01",1986,4,9.26,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1986-05-01",1986,5,16.57,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1986-06-01",1986,6,18.26,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1986-07-01",1986,7,22.52,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1986-08-01",1986,8,18.14,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1986-09-01",1986,9,16.01,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1986-10-01",1986,10,10.86,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1986-11-01",1986,11,6.02,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1986-12-01",1986,12,1.41,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1987-01-01",1987,1,-0.94,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1987-02-01",1987,2,-2.19,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1987-03-01",1987,3,5.48,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1987-04-01",1987,4,11.28,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1987-05-01",1987,5,13.12,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1987-06-01",1987,6,17.45,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1987-07-01",1987,7,19.67,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1987-08-01",1987,8,20.08,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1987-09-01",1987,9,14.04,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1987-10-01",1987,10,11.09,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1987-11-01",1987,11,2.81,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1987-12-01",1987,12,-1.21,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1988-01-01",1988,1,-1.5,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1988-02-01",1988,2,-1.45,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1988-03-01",1988,3,2.4,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1988-04-01",1988,4,9.19,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1988-05-01",1988,5,15.69,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1988-06-01",1988,6,18.15,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1988-07-01",1988,7,18.95,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1988-08-01",1988,8,21.38,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1988-09-01",1988,9,13.73,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1988-10-01",1988,10,5.76,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1988-11-01",1988,11,4.21,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1988-12-01",1988,12,0.78,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1989-01-01",1989,1,-1.6,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1989-02-01",1989,2,0.17,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1989-03-01",1989,3,2.45,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1989-04-01",1989,4,11.67,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1989-05-01",1989,5,16.36,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1989-06-01",1989,6,19.64,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1989-07-01",1989,7,21.3,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1989-08-01",1989,8,21.8,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1989-09-01",1989,9,12.75,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1989-10-01",1989,10,8.9,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1989-11-01",1989,11,3.35,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1989-12-01",1989,12,1.28,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1990-01-01",1990,1,0.35,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1990-02-01",1990,2,-1.66,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1990-03-01",1990,3,5.25,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1990-04-01",1990,4,9.68,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1990-05-01",1990,5,15.03,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1990-06-01",1990,6,18.72,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1990-07-01",1990,7,20.27,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1990-08-01",1990,8,20.13,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1990-09-01",1990,9,14.89,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1990-10-01",1990,10,7.95,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1990-11-01",1990,11,2.42,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1990-12-01",1990,12,0.41,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1991-01-01",1991,1,-1.78,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1991-02-01",1991,2,-1.65,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1991-03-01",1991,3,3.22,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1991-04-01",1991,4,10.81,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1991-05-01",1991,5,14.25,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1991-06-01",1991,6,19.28,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1991-07-01",1991,7,20.27,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1991-08-01",1991,8,20.53,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1991-09-01",1991,9,14.32,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1991-10-01",1991,10,10.4,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1991-11-01",1991,11,3.18,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1991-12-01",1991,12,-0.68,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1992-01-01",1992,1,-1.65,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1992-02-01",1992,2,-1.07,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1992-03-01",1992,3,3.02,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1992-04-01",1992,4,10.22,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1992-05-01",1992,5,14.69,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1992-06-01",1992,6,20.15,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1992-07-01",1992,7,18.5,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1992-08-01",1992,8,21,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1992-09-01",1992,9,16.11,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1992-10-01",1992,10,8.01,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1992-11-01",1992,11,4.35,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1992-12-01",1992,12,-0.44,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1993-01-01",1993,1,0.96,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
